CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.3892493956586174,-0.49559343450001336,-0.6092897798640668,-0.29329423004270655,-0.8995829271341698,-0.144967583823566,-2.1500295879693443,0.8944552840373508,-0.7463298414786972,-1.0085076489790408,-0.24857777096083,0.2867418155119817,-0.9668501639955863,25.3
-0.3878318356096417,0.5792387940699104,-0.8695263265126667,-0.29329423004270655,-0.8567563464869241,-0.1798322949246988,-1.3578202645744832,1.8829028457066794,-0.16959446283027788,-0.7064128071616972,0.5821472062575316,0.3666951926648017,-0.8211678934064365,23.3
1.4355499313251185,-0.49559343450001336,1.0266916566515687,-0.29329423004270655,1.2588767374870133,-1.4407726797489993,1.0573665664833012,-1.1329503169261308,1.6759587488446641,1.5563367923329152,0.8129041443737431,0.43472665721891096,2.501775326222266,7.2
-0.3985582224203852,-0.49559343450001336,0.25621603820318617,-0.29329423004270655,-0.9938014045581105,-0.05344771718309163,-0.4990092723986381,0.5608028953903849,-0.5156356900193295,-0.031141984275870498,0.12063333002510868,0.31988254502949776,-0.06084518595068322,21.2
0.5576829063390699,-0.49559343450001336,1.0266916566515687,-0.29329423004270655,0.265300066470913,-1.022396146535406,0.09339504465327099,-0.832058929654518,1.6759587488446641,1.5563367923329152,0.8129041443737431,-3.8664587826369687,0.6079058085633188,11.7
-0.26534041704560446,-0.49559343450001336,1.2430681111683815,3.409545424246464,0.4451717051893451,-0.02729918385724237,0.8645722621172951,-0.9572021784240576,-0.5156356900193295,-0.0015248429212289753,-1.725422174904583,-0.19943159275653402,-1.0098611200742877,27.0
-0.3981192713936367,-0.49559343450001336,-1.2598811464855664,-0.29329423004270655,-0.5569702819562043,-0.1682107245576545,0.030298726860760024,-0.25793890267030767,-0.7463298414786972,-1.245444779816173,-0.29472915858407134,0.32764819452040134,0.051538279932375274,29.6
-0.39222462980001965,-0.49559343450001336,-0.36805927313924125,-0.29329423004270655,-0.2828801658138316,0.7440825492553194,0.11793250157258095,-0.45790374679998325,-0.5156356900193295,-0.11406998006886676,1.1359638577364388,0.42028911168652766,-0.7087844275233781,26.5
-0.3455732211766639,0.36427234835592565,-1.0391186827555743,-0.29329423004270655,0.18821222130587065,1.7449902971170055,-0.5375681332718394,-0.45039798423704225,-0.5156356900193295,-0.8248813725802633,-2.5099957644997017,0.36253892955699446,-1.3345244659586786,43.5
-0.3946919505339125,-0.49559343450001336,-1.027422658187098,-0.29329423004270655,-0.3685333271083231,0.21384840125892637,0.5666174280971039,-0.5569420477877215,-0.5156356900193295,-0.6353316679105576,-0.8485458100629786,0.41941410892698944,-0.5187037506594399,23.6
